ID,aSagH_0,aSagH_2,aSagH_4,aSagH_6,aSagH_8,aSagH_10,aSagH_12,aSagH_14,aSagH_16,aSagH_18,aSagH_20,aSagH_22,aSagH_24,aSagH_26,aSagH_28,aSagH_30,aSagH_32,aSagH_34,aSagH_36,aSagH_38,aSagH_40,aSagH_42,aSagH_44,aSagH_46,aSagH_48,aSagH_50,aSagH_52,aSagH_54,aSagH_56,aSagH_58,aSagH_60,aSagH_62,aSagH_64,aSagH_66,aSagH_68,aSagH_70,aSagH_72,aSagH_74,aSagH_76,aSagH_78,aSagH_80,aSagH_82,aSagH_84,aSagH_86,aSagH_88,aSagH_90,aSagH_92,aSagH_94,aSagH_96,aSagH_98,aSagH_100
CP10,42.9827423096,42.7424155494,42.2465313587,41.4162343603,40.2334601729,38.7122263573,36.8617357087,34.694997504,32.2296058743,29.5100890024,26.6239799001,23.6895874248,20.8239094457,18.1209434798,15.6414975524,13.3942459343,11.3318729666,9.3801053654,7.4691765327,5.5622262955,3.6740605866,1.8788855707,0.2985538279,-0.9229729957,-1.6476526713,-1.7663066983,-1.2134948897,0.0153732234,1.8507539686,4.1648660001,6.8165041269,9.6735495851,12.5977630691,15.4432462479,18.1012298391,20.5446943032,22.8214527262,25.0091279683,27.1639412935,29.2991379394,31.4018900644,33.4520235118,35.4157773349,37.2395384077,38.8579605409,40.2057788836,41.2425537885,41.9778140456,42.4671162768,42.7693645753,42.8950564067
CP100,48.1420907974,46.5229293286,44.6932542193,42.5454268788,40.2410782229,38.1010766302,36.2431095305,34.5229264468,32.6355582759,30.3449621345,27.6879922932,24.9038813659,22.2614666936,19.9171084209,17.8646133758,15.9868486882,14.1352061399,12.1938693689,10.1145585325,7.9254670516,5.7258468655,3.6625101267,1.8896628083,0.5299614436,-0.3466229321,-0.7176132498,-0.5757388281,0.1166030957,1.4506576247,3.5276853716,6.3624423246,9.8152892536,13.6087436461,17.4357516038,21.0932277355,24.5303436507,27.8058887179,31.0209272687,34.2624796586,37.5629499518,40.8775397695,44.0813328417,46.9835582317,49.3569013832,50.9821067491,51.7077968979,51.5168239358,50.5694825051,49.1748026671,47.6606200706,46.2011814117
CP102,33.128466924,32.1659870526,31.52030885,30.5099647541,28.6344858395,26.2923336309,24.0102941049,21.996158835,20.1763286687,18.4618315897,16.6675212753,14.8404959781,12.9202675073,10.9253658107,9.0856757327,7.4283635458,5.9658370014,4.5531153384,3.1293071509,1.6846493443,0.2743372552,-1.0564799505,-2.1618772888,-2.9635782902,-3.47386339,-3.5548623734,-3.260339273,-2.6511221,-1.6983835231,-0.3436014954,1.353881006,3.4452719162,5.8419335004,8.5062122292,11.4152577886,14.5895950925,17.9331929043,21.3706820829,24.8686661628,28.2705106568,31.496452928,34.2486824481,36.4930632255,38.0045258403,38.7103704063,38.6930674182,38.1262235605,37.1296563995,36.035726216,35.0555269007,34.2717971802
CP107,48.069272995,45.9119752795,43.5785305339,41.3026824288,39.280966886,37.6061480183,36.2425309258,35.0524648572,33.8539147107,32.4884395713,30.8739819053,29.0238715141,27.0308824043,25.0255369447,23.1284849949,21.4195603558,19.932465014,18.6695210952,17.6217376767,16.7835071244,16.1580980592,15.7515189749,15.5575855939,15.5514919652,15.7007044785,15.9803445409,16.3782596616,16.8914898554,17.5196285594,18.2602551406,19.1159793465,20.1178871556,21.3403176859,22.8833964796,24.8484001025,27.3068353428,30.2395800746,33.5133581815,36.9293400869,40.2697388496,43.3337050052,45.995698821,48.2279839196,50.060213961,51.5227310647,52.5858746721,53.1301718075,52.9997075214,52.0989750959,50.4617276065,48.2700786591
CP108,50.848235539,50.0732033677,49.2741870459,48.1529007475,46.5463358594,44.4267501767,41.793999727,38.6655891344,35.1331857408,31.4008363271,27.7483732503,24.4265530726,21.5582649143,19.1113766976,16.9418579465,14.868550236,12.7394884359,10.4728078831,8.0703556536,5.6097321622,3.2226184896,1.0672327963,-0.7005928865,-1.9442330855,-2.5489672366,-2.42396036,-1.5096127428,0.2209887213,2.7736629702,6.1379004404,10.2589996452,14.9873814375,20.0490929459,25.0999825463,29.855635887,34.1735231745,38.0268690789,41.4389965122,44.4419847963,47.0697427446,49.3612837201,51.3507596315,53.0394067908,54.3621611918,55.1891929691,55.4000113342,54.983838691,54.0836802861,52.9663955513,51.9262074841,51.1452435085
CP110,40.126619339,37.8323727816,35.6911418759,33.7346545309,31.9109160562,30.0828890672,28.1331832811,26.0559894462,23.9283529323,21.8306283558,19.7992112086,17.8328089382,15.9224496651,14.0687625489,12.2774308683,10.54919116,8.8733464675,7.2262741724,5.5791678721,3.9149460974,2.2446761162,0.6151255002,-0.8870687317,-2.1280984849,-2.9245597549,-3.0684822979,-2.3765869299,-0.737645966,1.862374021,5.3393845184,9.5205473503,14.1618787909,18.9828034726,23.7181714182,28.1713170884,32.2374980623,35.8900576269,39.1500938959,42.0552496493,44.6305603083,46.8620110058,48.6847957328,49.9952605762,50.6876765129,50.6991441541,50.04007197,48.7957641323,47.101168371,45.1149347043,43.0002920897,40.8886833191
CP12,48.7329959869,47.2850748036,45.532952581,43.5724454718,41.4964312196,39.3840034397,37.3045576556,35.2891564382,33.2929113045,31.2036311441,28.9004269749,26.329413806,23.5415185024,20.6670404358,17.8552545457,15.2228690379,12.8300590551,10.6815795519,8.7435940591,6.9681031286,5.3176756532,3.7847729087,2.4035716172,1.2527309475,0.447548081,0.122004716,0.4011804372,1.3702156234,3.0507067278,5.3955604269,8.3048382619,11.6541859819,15.323339071,19.2111670291,23.232052666,27.2990687447,31.3101769381,35.14953456,38.702905436,41.8764396589,44.609578729,46.8779206933,48.6871444121,50.0592630886,51.0121610454,51.539551369,51.6121518741,51.2116703594,50.3638859108,49.1333561532,47.5941925049
CP122,37.1638827324,36.7646364114,36.3742908654,35.5629494433,34.1286171273,32.5455519737,30.7088340369,28.4196327322,25.8758954619,23.1462067852,20.4030866986,17.8257497774,15.5879031401,13.7317540598,12.0268493367,10.3323643195,8.6413404506,6.9562187958,5.1600641337,3.2381662342,1.2865450524,-0.5718797903,-2.182514277,-3.5104486189,-4.429245067,-4.8743919122,-4.8322816842,-4.1344668712,-2.7739120042,-0.8993404321,1.5337166323,4.4241794747,7.527547373,10.8242374267,14.102163878,17.2807517364,20.4382644399,23.3940467244,26.0127197811,28.338138757,30.4303076208,32.146840012,33.5412116249,34.6225330696,35.3224216734,35.7179734526,35.9053688627,35.997747102,35.9280492146,35.6657470408,35.1294229031
CP128,38.0414562225,36.6746770039,35.7540375788,33.9286367882,32.4632096581,31.3412278063,30.57433949,29.8769829572,28.6854389022,26.9540958127,25.3805464887,24.175486991,23.1628277625,22.1282698012,20.8240207122,19.2947693919,17.8979242577,16.4213826002,14.566829546,12.6173774503,10.3208969638,7.8628618886,5.6552934983,3.5502891358,2.0510634974,2.1208187296,3.5739651569,5.2635912537,7.4984197567,10.3714247227,13.753327153,17.3384699867,20.9108457665,24.313226746,27.7268079211,31.0687758579,34.123075141,36.9637919235,39.2768220474,41.0427616065,42.0044639792,42.4174196694,42.5391252258,42.1424742872,41.81491353,41.7534696379,41.8529088597,42.0990239315,42.6647519666,43.0608865348,42.5386867523
CP131,48.2059605916,44.6371820106,41.9336888838,40.0780428242,38.5924978891,36.962393826,34.9867788356,32.8400364683,30.8731351978,29.3451333366,28.2276557533,27.207271452,25.9442133564,24.3508638179,22.644956844,21.1168823427,19.8449663904,18.6427484411,17.2400965802,15.5461910796,13.6988520722,11.9113920762,10.3470447659,9.091012526,8.1566303439,7.4929028204,7.0212186988,6.688498765,6.4620017746,6.3181598997,6.2961883445,6.520679934,7.1458548306,8.2904495413,10.0176502205,12.3559722707,15.3230062588,18.9238668309,23.1585243546,28.0150773028,33.4069229707,39.111344049,44.7788981186,49.9927100699,54.3085361569,57.2886986065,58.5644643849,57.9297325822,55.4954402322,51.8549907587,48.0138524373
CP135,35.4738092422,33.8221378734,32.6735816939,32.0610048505,30.768631325,29.8282953935,28.7111481155,26.5487561752,23.5572077736,20.4625529213,17.7244055935,15.650792621,14.0457756874,12.9392337307,12.0715377442,11.1960034254,10.2391529493,9.0069931836,7.6311019685,6.1633770549,4.6925922588,3.3493000567,2.2295482571,1.676803338,1.5075926677,1.9834144182,3.2086344517,5.2189805444,7.816831959,10.7744882631,13.8464611876,16.7949694519,19.7697766001,22.683798247,25.5114815876,28.2969819974,31.1762426509,33.940379648,36.3713527949,38.4740865402,40.334593015,41.8174141084,42.4280001259,42.3902145875,42.0095602748,41.1767059691,39.7648180133,38.0628736283,36.628099154,35.3970749171,34.0794487
CP136,28.7597503662,27.5716838076,26.4290892332,25.2289787495,23.903747633,22.4412070832,20.8417201106,19.106189254,17.2641836777,15.389170776,13.5805558199,11.9272585529,10.4779107674,9.2269651863,8.1168407022,7.0554249308,5.9458833076,4.7170419767,3.3397479062,1.83158907,0.2540563038,-1.2959416598,-2.7006725153,-3.8404473543,-4.6133811562,-4.9474085776,-4.7963203336,-4.1243385572,-2.8998394216,-1.1152803452,1.1785683806,3.8610466578,6.7754419374,9.7859944018,12.8107522678,15.8065423392,18.733182773,21.5345167351,24.1426712988,26.4937931726,28.5426332866,30.2627833406,31.6326556283,32.6191230029,33.1712709465,33.2328913946,32.7752896716,31.8423685766,30.582780586,29.2235049947,27.9637794495
CP137,40.1744598389,38.9260447783,36.8404408223,34.2003648287,31.5642352784,28.9657087453,26.1844158009,23.3645017461,20.8606883557,18.8667241064,17.3364741788,16.1123185381,15.0201360562,13.9044404515,12.6604437963,11.2514263587,9.6779797404,7.956019202,6.1267430974,4.2539958519,2.4181028118,0.7299688958,-0.6754834307,-1.7001645824,-2.2911967898,-2.4133304013,-2.0941515524,-1.3123253863,0.2150495123,2.6237966169,5.6905842073,9.064158597,12.4360099195,15.6532240109,18.6513114049,21.4105091408,24.0255535481,26.6164486902,29.2330104849,31.7782167992,34.1342703048,36.2648241944,38.0834298899,39.3712308218,40.073313977,40.2017193774,39.8448512381,39.2273340193,38.5991138209,38.0837106356,37.633895874
CP139,33.0289742947,32.5142780456,31.841559867,31.0033205287,29.7735202008,28.2420973664,26.5838340941,24.8198765336,22.9776268106,21.1240013347,19.4234151701,18.044185742,16.8814452597,15.7814278503,14.6576998088,13.487396456,12.3044703397,11.0626700391,9.7253332775,8.2396418896,6.599727389,4.8784623266,3.283715771,1.8676434879,0.8220437841,0.2335491715,0.2064714895,0.8223988659,2.0560023421,3.8911720305,6.2540274609,8.9927089115,11.9771405106,15.095610142,18.162451187,21.1210499011,23.9699698008,26.6543707135,29.1319108955,31.3926597043,33.3193197921,34.8936656398,36.0682169017,36.8236805595,37.1077560537,36.9733672603,36.5257572564,35.8342045241,35.1796320323,34.5305273258,33.9410150051
CP142,35.9280885061,34.9650543158,33.9225999813,32.4878499279,30.4977966727,28.1009160391,25.5760941068,23.0687609287,20.5502758679,17.9695235954,15.3999724613,13.0421059163,11.0933290832,9.6025784684,8.4511745135,7.4506091866,6.42674278,5.2538079971,3.8793645375,2.3264654677,0.6516334219,-1.0736968935,-2.7494487948,-4.2492486405,-5.4431037255,-6.2072074584,-6.4232057132,-5.9935174766,-4.8573867808,-3.0100907005,-0.5054439523,2.5590103858,6.0453749041,9.7781676742,13.5747457106,17.2920254208,20.8509583732,24.2215080491,27.3846563013,30.2870575992,32.8293699888,34.8941784114,36.3923630628,37.2870468147,37.5681790714,37.2286349705,36.289512812,34.8615843887,33.1791862569,31.5484327674,30.1948992411
CP146,37.9220952988,36.3801406562,35.5470058666,34.4388064205,32.6582501887,30.9725427817,29.4988004088,28.4369806784,27.0346202096,25.5368219432,23.736629573,22.0057612822,20.081481021,18.1910716062,16.1752427159,14.280059614,12.4043718676,10.6160923648,8.7115859892,6.8281480343,4.7345612872,2.5516188683,0.3328792258,-1.5731194106,-3.1295991162,-3.9973924447,-4.0963148743,-3.57601646,-1.8690686648,1.5637534374,5.5384467978,9.6879906017,13.9272810306,17.8709944581,21.1437176971,23.9598031868,26.5007941564,29.013233029,31.4802880069,33.9437873184,36.3170141459,38.2957979702,39.9527397416,41.2274876138,42.1049994207,42.6391645423,42.597143422,42.1336401451,41.0496044281,39.7615551619,37.8649692535
CP147,51.0691318512,47.0865913703,43.8635605952,41.5961795962,40.5876723235,39.9067406532,38.5758206702,36.6167442151,34.8857705213,33.5638742733,32.2571793714,30.7070457085,29.0445818214,27.5301594008,26.113578634,24.6169303251,22.8611635689,20.9231649071,19.2095143687,17.7518370774,16.5087633901,15.5088980731,14.7244926439,14.3735960526,14.6294303143,15.3377566338,16.1570749118,16.7613200648,17.5661253123,18.8698925757,20.7407513557,23.0571823458,25.6050423578,28.4730996867,31.6955702364,35.0919940881,38.6963187558,42.3976919216,45.9228560809,49.1073213169,51.997911019,54.5674745279,56.5799596657,57.6131886355,57.7364071152,57.2469246336,56.2352307022,54.734208116,52.8830925381,50.771226044,48.5815563202
CP154,33.9185020447,33.0545559784,32.1767315993,31.4246039118,30.7607444199,29.9953204145,28.9966373232,27.7808285898,26.3743294433,24.717648867,22.75081082,20.5435615257,18.2773070009,16.1018942202,14.0666349228,12.1594080039,10.3431543157,8.5651696885,6.7743008315,4.9396899574,3.0651944158,1.206535641,-0.5265206721,-1.9910856154,-3.0301532615,-3.4809941803,-3.1885435153,-2.0526359898,-0.0811371973,2.614044461,5.8720459425,9.5283340522,13.4259385079,17.4233489026,21.4028415803,25.2634413845,28.8964545754,32.1695662485,34.9416162413,37.0900940289,38.5340301144,39.2544528775,39.3168994418,38.8748778909,38.140199108,37.3302263122,36.6034765137,36.0062138537,35.4674211822,34.8681341927,34.1538536072
CP158,51.385383606,51.4061358324,52.4529891769,50.5610689381,47.9838360639,45.8786373619,43.5078109596,40.8071852368,37.9110685484,35.5724316136,34.3442106686,33.8462639389,33.434086106,32.6511269611,31.3649632846,29.7364265266,27.9165428317,26.164009231,24.6931380253,23.3700013074,22.0239452726,20.448442416,18.59948622,16.5678393837,14.5165095194,12.5385210506,10.8629600471,9.6724282449,9.2742623681,9.9374190477,10.995151814,12.3631418132,14.1078017185,16.594812155,19.8909603126,24.1732772357,29.0816728329,34.2328391888,37.8105535312,40.2635068707,42.0653993186,43.7237435994,45.638192301,47.3687587959,48.784951886,49.5881342481,49.9042650228,50.0359857681,49.9740392575,49.5253420388,49.2458356222
CP165,45.8132082621,44.3653396892,42.7794736049,41.0011419159,39.2474704049,37.7037305381,36.296438995,34.8203759459,33.1293958782,31.2141811644,29.165990457,27.1180280547,25.2001238144,23.4885196931,21.9701507306,20.5646397292,19.1751335285,17.7186092756,16.130490647,14.3624826307,12.3950759319,10.2672133958,8.0940006899,6.054347917,4.3648458298,3.2497445611,2.9007121652,3.4391564423,4.9032520777,7.2522063847,10.3695997922,14.0679496265,18.1090796072,22.2427545711,26.2579111623,30.0161597955,33.4478898452,36.5301894284,39.2677753657,41.6743682437,43.7525397343,45.4923386227,46.8899896527,47.9476198714,48.6366847699,48.8628090864,48.5014009101,47.5340979555,46.1571601687,44.6900056279,43.3557923635
CP166,35.5236155192,36.016313828,36.3778910855,35.7560623947,34.5032304737,32.662414547,30.286714644,27.7587451462,25.8864395416,25.2607770283,25.50363071,25.7046624552,25.2009781223,23.9002455023,22.1009611557,20.1532019656,18.3051937662,16.7277274996,15.4726961855,14.3512416249,13.0755629084,11.5691860891,10.0744930089,8.895652504,8.128883624,7.6839406718,7.4769298087,7.5551414267,7.9706224674,8.6172802606,9.2757788074,9.8679873291,10.5023724268,11.3416581671,12.5968550713,14.4618822189,16.949593759,19.8934666602,23.0670037241,26.2110856478,29.0808221614,31.5835201675,33.7180019869,35.4846286454,36.9411674381,38.1195397481,38.8208539432,38.6702449539,37.6151429783,36.3111896694,35.7712084452
CP173,58.9582735697,58.4297251377,57.6344185742,56.5109097445,55.0859026841,53.4654357502,51.7644940645,50.0560024887,48.3579169021,46.6439406167,44.8738353713,43.0236708862,41.0968526083,39.1149268389,37.0997949807,35.0651637207,33.0227780879,30.994434951,29.0191268813,27.1517177544,25.455552083,23.9924431296,22.8127421176,21.9483277492,21.4107781968,21.1951264525,21.2877237962,21.6751284577,22.3500583931,23.3124979583,24.5686851911,26.1313151348,28.0166370728,30.2315726664,32.7555693679,35.5308359718,38.4664456782,41.4521316991,44.3792007479,47.1621039122,49.7469664611,52.1026703556,54.2046034645,56.0228632234,57.5212965188,58.6668433567,59.443175602,59.8578795868,59.9344081012,59.6890671006,59.1071052551
CP174,33.9274345398,34.0949182035,34.4310165375,34.5209508583,34.1684248074,33.5207493179,32.808967982,32.153077703,31.540562462,30.8595216835,29.980647584,28.8659262237,27.5601269034,26.095117001,24.4372006176,22.5248749649,20.3313950507,17.8979191479,15.3465987605,12.8666782373,10.6694592414,8.9425710118,7.8241349297,7.3577794682,7.453797668,7.9265683969,8.6003971895,9.3904204554,10.3038618639,11.3902956095,12.6894558685,14.2169596986,15.9954680294,18.0768216494,20.528702935,23.3873498159,26.6033872799,30.0201096698,33.4112195509,36.5507143792,39.2294978929,41.2383891222,42.3926237362,42.6186716119,42.0224187919,40.8431341771,39.3510290504,37.7960596348,36.4150385558,35.4364758961,35.0240257263
CP18,48.1516952515,48.2138887422,48.0686762141,47.6124471437,46.7681198058,45.5028176682,43.8363896686,41.841868321,39.6354278924,37.3556416378,35.1346669493,33.0703738271,31.2078813104,29.5342601672,27.9857419026,26.4636097185,24.8553064088,23.0573018726,20.9964304018,18.647560139,16.0453386721,13.2879390451,10.5307154023,7.9683804295,5.8081965533,4.2402866027,3.4129364579,3.4173777783,4.2828592749,5.9788681012,8.4210382417,11.4793084399,14.9884340727,18.7625886392,22.6142992119,26.3750024462,29.9106099478,33.1275268312,35.9701930013,38.4132556882,40.4528839743,42.101573905,43.3889237448,44.3644100022,45.0953835446,45.6583002519,46.1254651137,46.552288754,46.9651997324,47.3504349538,47.6486797333
CP182,31.9351146698,31.2684315117,30.3498526281,29.2281114483,27.9884777871,26.6513419309,25.1952201906,23.610958853,21.9259039772,20.2127126157,18.5662651508,17.0583893693,15.7119641787,14.5085533932,13.4111900841,12.3799036621,11.3759328405,10.3626354304,9.3079982041,8.1881101566,6.9905394875,5.7200835488,4.4078057474,3.1194780214,1.9551540221,1.0365780623,0.4892249122,0.4288240385,0.9516976618,2.1186302218,3.9316469131,6.3173668602,9.1327223192,12.199119481,15.3522231846,18.4744145378,21.4883732797,24.3303245555,26.9358930063,29.245067329,31.2111587127,32.803499183,34.0050825385,34.8091172044,35.2206046679,35.2704921706,35.0405455745,34.673467033,34.3227914011,34.0420283136,33.7159835815
CP189,31.975976944,31.3265540668,30.6019246478,29.6947309845,28.5796201085,27.2624705483,25.6930613959,23.8011815366,21.6078749744,19.2911419655,17.113155733,15.2620740672,13.7558300549,12.474410273,11.2625603574,10.0182550755,8.7180688864,7.3824093072,6.0264677076,4.6456649628,3.2369768072,1.8378444335,0.5558793559,-0.4374707036,-0.9588319332,-0.8775801565,-0.1421179623,1.242647359,3.2460834085,5.8124012828,8.838108098,12.1693021607,15.6356711447,19.0919125028,22.4381914792,25.6137641662,28.5706731295,31.2454653298,33.541476774,35.3310317275,36.4885845474,36.9422571769,36.7118104474,35.9160199439,34.7563900875,33.4834440416,32.3353595284,31.4588478869,30.8716438566,30.4784313196,30.1075382233
CP192,35.0558753967,33.8431887501,32.7505300082,31.7250398777,30.6604951404,29.4444652036,28.0165481251,26.3997558019,24.6899872852,23.0223594002,21.5295257167,20.2980509261,19.3390589564,18.5890410674,17.9392895913,17.2800926731,16.5409587557,15.7118319665,14.840453812,14.0102012683,13.3090528636,12.8028683,12.5219855109,12.4626672828,12.6002625596,12.908820942,13.3821036228,14.0494800533,14.9760237001,16.2386931373,17.8879303328,19.9146168953,22.2340610252,24.6958451728,27.1239617931,29.3702671217,31.3532096295,33.0663812231,34.553689113,35.8668674127,37.0318275599,38.033426444,38.8172982503,39.3106273192,39.4501109409,39.2006736648,38.5709137907,37.6276965417,36.487612178,35.2755860938,34.0785820007
CP193,41.9905822754,41.9086019188,41.0484570752,40.1920112858,38.5228213657,36.23737527,35.1466532401,34.8207210938,34.2869719838,33.2996075018,31.9976982869,30.1208331656,28.5444575129,27.3928955927,26.5280227269,25.7236302513,25.0511237072,24.1690163797,23.1607670929,22.1818665258,20.8677972454,19.2710985519,17.619033517,15.7331104473,13.7857731213,12.1884565103,11.1485168752,10.3420747589,10.1277005935,11.51916061,13.7707845291,16.7525839247,20.0632032602,23.37349554,26.6849023411,29.7160729219,32.6381016995,35.4731267661,37.8314359951,39.8514972401,41.6607896374,43.017945143,44.1228680706,44.5504965218,44.6784738604,44.1338242271,42.9370057325,41.966305673,41.2881740425,41.2183803349,41.3210624695
CP21,44.2121404012,42.9047076093,41.6184714181,40.0785445276,37.7569911878,35.7935370129,34.514467451,33.244887001,31.5695943554,29.5036168542,27.3846745453,25.3959812586,23.4032101232,21.4907752874,19.7469406255,18.2058805027,16.8406222982,15.5424755536,14.1097055552,12.3445313649,10.4437813137,8.6105449817,7.1123970554,6.0507790675,5.4828134544,5.4004050106,5.5839940796,6.1084903732,7.1746592408,8.9281556682,11.3583252242,14.5722115985,18.405720008,22.4660594887,26.6620371262,30.6454432846,34.4027511896,37.8823122292,41.0117300581,43.7886506193,45.977177412,47.5575267944,48.5305950529,48.889832602,48.5778841752,48.198708385,47.6483188073,47.112758042,46.5144665526,45.6731612751,44.5065333049
CP26,26.5287923813,24.4441121909,22.2427594362,20.1225940858,18.2683988428,16.6688761994,15.1596363822,13.6047117517,11.9515825114,10.2430229048,8.5696929154,6.9470965115,5.3024879859,3.5775079426,1.7845688863,-0.0313309007,-1.8605215226,-3.7669221819,-5.8486357865,-8.1364645885,-10.5114207591,-12.7016042722,-14.3582056529,-15.1719428682,-14.9775511934,-13.8086185455,-11.8698408,-9.4229124,-6.6635600147,-3.6698488947,-0.4498442817,2.9535396149,6.4071432861,9.7361594941,12.8179851304,15.6254639793,18.189527267,20.5312602487,22.6288628696,24.4392737892,25.9332198788,27.1030219226,27.9514413569,28.4855199376,28.7217602759,28.6960180492,28.4666504416,28.0987685092,27.6264607205,27.0137652221,26.1581296921
CP35,40.5738124847,39.0934736338,37.5880223474,36.1409911828,35.0796101788,34.2027148134,33.3447905812,32.4170735986,31.3305755819,30.1588733279,29.0493823629,28.0155329613,27.1202422975,26.3132693439,25.663285666,25.0444470342,24.4269945753,23.7448841473,22.8580645431,21.8104195029,20.5292539899,19.1508000502,17.8513845338,16.7225336948,15.8210647548,15.2376497604,15.19415274,15.7398808854,16.8387706876,18.3482862598,20.2938107365,22.609333697,25.1824044299,27.8652899005,30.6227923756,33.3790692819,36.0582012066,38.5898025427,40.9501580834,43.0871690867,44.9486596072,46.5150043099,47.7393070675,48.6280257546,49.079479588,49.0285469427,48.5241874215,47.6628126071,46.4913355428,44.9753442547,43.1060733795
CP36,41.9989573161,40.1789860474,38.4264410427,36.775520093,35.1902658734,33.6044882802,31.9717944761,30.2727451159,28.5099035046,26.7197154827,24.9759589743,23.3720977376,21.9875096929,20.8489881747,19.9104578812,19.0677039743,18.1967202197,17.1935403978,16.0051058766,14.645678396,13.1963371071,11.7864048398,10.5622153568,9.6577872752,9.1778803774,9.1817796992,9.6644421583,10.5613151948,11.792865242,13.3135313564,15.1042942699,17.1308878134,19.3433027834,21.6950836864,24.1366999286,26.6061071931,29.0540295877,31.468695919,33.8580848808,36.2141008578,38.4909014939,40.6020016253,42.4334173988,43.8671133153,44.8091999945,45.211375333,45.0754442913,44.4452749265,43.3962758986,42.0346991716,40.5013554891
CP48,37.0562407176,35.4169200721,33.8927554163,32.5133184052,31.2713404905,30.1247611297,29.0093866314,27.8612170743,26.6414297276,25.3528799436,24.0386653936,22.762718443,21.5810385885,20.5166894612,19.5493704916,18.6228061302,17.6652271418,16.6139934495,15.4364217153,14.1410716252,12.7771751392,11.4234545343,10.1703804443,9.1029116555,8.2902767301,7.7844123853,7.6240540855,7.8394874353,8.4545100614,9.4852185388,10.9369124412,12.8014520147,15.0558687068,17.6621937179,20.5677790884,23.7055632579,26.9940977995,30.337427541,33.6256049278,36.7367921498,39.5421314872,41.9148566541,43.7431234648,44.9446987152,45.4801587585,45.3621750426,44.6587964071,43.4883894865,42.0035915289,40.3660193146,38.7191212972
CP49,42.3911428452,41.8744371392,42.146520909,42.5878879109,42.6628397255,42.4181429681,41.6904723512,40.4608031599,38.7602562011,36.7130042981,34.5390716035,32.4594306373,30.5295260136,28.7319060798,26.9896494234,25.2662056609,23.4622199285,21.4554247486,19.2411071587,16.8800553994,14.4855890556,12.3074512099,10.5455435528,9.2940483396,8.8366309033,9.3411801259,10.7042151538,12.9173418868,15.8613106826,19.1180461025,22.4665402545,25.6121169001,28.2801703096,30.6147486513,32.7100946527,34.4105590896,35.8693912299,37.2278815235,38.4241996981,39.4722322013,40.382857381,41.057930031,41.4286110755,41.572786949,41.6030358346,41.6550622179,41.7600531602,41.8872742759,42.0532906035,42.1129010787,41.8372135162
CP5,45.1411692301,42.0742364825,40.3616616098,40.2199819259,40.6726536273,40.4084705799,38.9078066853,36.7600777631,35.2162089883,34.9313385237,35.4055994517,35.7268253719,35.4319837115,34.6291099911,33.5606363897,32.3017743565,30.8402576869,29.2188608393,27.492030908,25.7131646136,23.9618046932,22.3105925952,20.7554039182,19.2479871928,17.7754531081,16.4242173126,15.3287482633,14.5597760041,14.1048299578,13.9043666506,13.9423430495,14.2553251844,14.902153729,15.9779468485,17.6228227231,19.8908805274,22.6527341239,25.7200643226,29.0594669228,32.717198559,36.7114366943,40.9670640924,45.2151636922,49.0357640547,52.0232404861,53.8914817985,54.5106241485,53.820771667,51.7878632241,48.5471647539,44.5972137451
CP51,38.6239155361,37.1940800204,35.7509383848,34.2634152439,32.7190584524,31.1177033318,29.4488024057,27.6918219332,25.8408862222,23.9305709119,22.0368074692,20.2457854924,18.6093156677,17.1153699112,15.6902268234,14.2275142019,12.6264528954,10.8228945777,8.8070753418,6.6290859248,4.3955445924,2.2574617851,0.3886100162,-1.0433774959,-1.9062626284,-2.1232358596,-1.6768894427,-0.5967268789,1.0620061537,3.2362799317,5.8625819721,8.8733880367,12.1885158771,15.7094354663,19.3239873677,22.9210638871,26.4062577346,29.7081333644,32.7735086106,35.5567145651,38.008682727,40.0712173194,41.678382406,42.7645185655,43.2797355463,43.2162133241,42.6359301852,41.6738514795,40.4999544532,39.2571497355,38.0134669713
CP58,48.540851593,46.7625682746,44.9199500412,42.9497252296,40.8786368239,38.7622576883,36.6000735506,34.364998291,32.0704585335,29.7957969286,27.6394464905,25.651143541,23.8099634223,22.0506731795,20.2988526278,18.4924514921,16.591520952,14.5862002228,12.5057371477,10.4237523876,8.4540443457,6.7353817802,5.407134405,4.5820552912,4.3249820601,4.6450535256,5.5088925827,6.8692986084,8.6889600078,10.9441793739,13.6092467865,16.6305821944,19.9050507139,23.2832991161,26.6130870973,29.7931737966,32.7891607198,35.6084495987,38.2750049264,40.8149443789,43.2397282946,45.5395637212,47.6901452764,49.6461695496,51.3084665277,52.5055115177,53.0550671138,52.8750361519,52.0391898828,50.7527541185,49.2623558044
CP59,51.9065335592,51.1448232197,50.9261954084,48.6771403904,44.80672701,42.5176368143,41.6611956231,40.1519682562,37.8339864282,35.4385798651,32.3104553011,30.017277303,28.5291661281,26.8869539095,24.9095622336,22.5080904946,20.327457689,18.3541558068,16.3422517551,14.2676047941,12.152884274,10.0084477896,7.7697331149,5.7466100669,4.3412598713,3.6749535679,3.7048399121,4.3349469903,5.5229828063,7.5422473273,10.4310968667,13.9993833998,18.1405359108,22.7922695794,27.5874310749,32.1325912331,36.1921296285,39.8233491441,43.0674191911,45.780885603,48.0392433236,49.7355217548,51.008771225,52.0446925722,52.7876608812,53.28762807,53.2952289919,52.6407117876,51.2613770668,49.9868915129,49.2131932576
