aSagH_0,aSagH_2,aSagH_4,aSagH_6,aSagH_8,aSagH_10,aSagH_12,aSagH_14,aSagH_16,aSagH_18,aSagH_20,aSagH_22,aSagH_24,aSagH_26,aSagH_28,aSagH_30,aSagH_32,aSagH_34,aSagH_36,aSagH_38,aSagH_40,aSagH_42,aSagH_44,aSagH_46,aSagH_48,aSagH_50,aSagH_52,aSagH_54,aSagH_56,aSagH_58,aSagH_60,aSagH_62,aSagH_64,aSagH_66,aSagH_68,aSagH_70,aSagH_72,aSagH_74,aSagH_76,aSagH_78,aSagH_80,aSagH_82,aSagH_84,aSagH_86,aSagH_88,aSagH_90,aSagH_92,aSagH_94,aSagH_96,aSagH_98,aSagH_100,aSagK_0,aSagK_2,aSagK_4,aSagK_6,aSagK_8,aSagK_10,aSagK_12,aSagK_14,aSagK_16,aSagK_18,aSagK_20,aSagK_22,aSagK_24,aSagK_26,aSagK_28,aSagK_30,aSagK_32,aSagK_34,aSagK_36,aSagK_38,aSagK_40,aSagK_42,aSagK_44,aSagK_46,aSagK_48,aSagK_50,aSagK_52,aSagK_54,aSagK_56,aSagK_58,aSagK_60,aSagK_62,aSagK_64,aSagK_66,aSagK_68,aSagK_70,aSagK_72,aSagK_74,aSagK_76,aSagK_78,aSagK_80,aSagK_82,aSagK_84,aSagK_86,aSagK_88,aSagK_90,aSagK_92,aSagK_94,aSagK_96,aSagK_98,aSagK_100
40.31249973351795,39.07093759326154,37.869729010882565,36.58078703628923,35.1315846664841,33.57956044245949,31.948121270947695,30.181891581954364,28.25431343547846,26.233156389727174,24.19346221141846,22.204755989689232,20.288656284689228,18.44130997337744,16.640732839764617,14.869296217972819,13.103578977768205,11.31767767638051,9.501028415213845,7.66361286422359,5.840360973641026,4.101357848659999,2.549695917241538,1.2901856086158974,0.42369531033025715,0.05046322543025606,0.23638385736307718,0.9984096821066668,2.3466847360692302,4.271652555109231,6.705176397650256,9.561278153502565,12.711646359016408,16.038890157033332,19.422300193662565,22.762456097231794,26.00339130940923,29.105350649117437,32.028156085902566,34.73441871510205,37.18411826981436,39.32594418584923,41.11729430750205,42.49526244094719,43.42967943430872,43.89493985282513,43.851853729182565,43.3352168398759,42.44263313478718,41.29756452019026,40.02677030316975,24.76648397224536,25.09667637437577,25.90345911182062,26.537659330663917,26.708602281190206,26.413184600116494,25.68739958644536,24.49908283251134,22.92543296420979,21.171445049461337,19.429685999221135,17.83967536824691,16.47014006376856,15.326666181494845,14.379006485319588,13.602388576582475,12.951164825990206,12.400343034057736,11.959840732578867,11.658108778537112,11.555100601885567,11.741714935197425,12.33246866921701,13.431877710438144,15.115580442128865,17.450239292051034,20.43831995592062,24.03373590559639,28.154545664906184,32.65394698743969,37.33894054032474,41.9723903259531,46.28467853303454,50.05037381171289,53.10490947581856,55.36478997339794,56.812146004885044,57.479618098722675,57.38597924102784,56.55863055647629,55.004776202128355,52.741319417998966,49.826591727170616,46.32318983697731,42.379688674440715,38.19485624442938,34.01763332065361,30.217389235348453,27.1921368532433,25.255555030087624,24.502785441303093
